Date,Adj Close
05/01/2004,0.5317417926631767
06/01/2004,0.44217389285025627
07/01/2004,-1.695914020782633
08/01/2004,1.1556171756443712
09/01/2004,-0.2256844289298882
12/01/2004,0.10926574513676862
13/01/2004,-0.2843396491392036
14/01/2004,0.8650824522413912
15/01/2004,0.40091795163717214
16/01/2004,0.42803511208826556
19/01/2004,0.9715403060396354
20/01/2004,-0.3311202355988037
21/01/2004,0.3453374028521746
22/01/2004,-0.14938116307496158
23/01/2004,0.12449979376039648
26/01/2004,-0.056894959219136815
27/01/2004,0.4471739715467149
28/01/2004,0.24050375884970082
29/01/2004,-0.9762062579860368
30/01/2004,-0.9282056356489478
02/02/2004,0.2373504189030455
03/02/2004,-0.666729201957755
04/02/2004,0.0795199926237778
05/02/2004,-0.5507060764135439
06/02/2004,0.2249964659436313
09/02/2004,1.1174508895989972
10/02/2004,0.03225633058450161
11/02/2004,-0.014334862409864013
12/02/2004,-0.07887849535931252
13/02/2004,-1.0854972342595806
16/02/2004,0.3366458085140231
17/02/2004,0.6375987451037685
18/02/2004,-0.04669121033015413
19/02/2004,0.6338541159622725
20/02/2004,-0.7380900580421098
23/02/2004,0.4485197421983586
24/02/2004,-0.6537144791345368
25/02/2004,0.2015984554908084
26/02/2004,0.26936285074689914
27/02/2004,0.2722162216807615
01/03/2004,0.8228739993148019
02/03/2004,0.36120298486996993
03/03/2004,-0.28673093504262337
04/03/2004,0.40331194554397415
05/03/2004,0.1270244692867768
08/03/2004,0.2957644492574747
09/03/2004,-0.35925651488247906
10/03/2004,0.031751071865420484
11/03/2004,-2.3375138688693857
12/03/2004,-0.5321953802615452
15/03/2004,-2.4510220338542057
16/03/2004,0.2637788760341945
17/03/2004,0.9490294821147567
18/03/2004,-1.3766268541467637
19/03/2004,0.07821957750518524
22/03/2004,-1.455171191997361
23/03/2004,0.0075554380301096555
24/03/2004,0.026439538595224413
25/03/2004,1.3317774163016753
26/03/2004,0.13034655403042847
29/03/2004,1.408031540066892
30/03/2004,-0.2535321304409543
31/03/2004,-0.12148209633316294
01/04/2004,0.923963455251272
02/04/2004,1.7258962691354442
05/04/2004,0.6970662195535052
06/04/2004,-0.2675276703058892
07/04/2004,-0.3900872800190074
08/04/2004,0.3472163565657792
09/04/2004,0.0
12/04/2004,0.0
13/04/2004,1.5776273319585448
14/04/2004,-0.6988839289939517
15/04/2004,-0.1134108428901019
16/04/2004,0.5305052229693098
19/04/2004,-0.31088840132066276
20/04/2004,0.6172967978459754
21/04/2004,-0.6349899630224514
22/04/2004,0.5611152300969803
23/04/2004,0.25656810489366044
26/04/2004,0.21388882433228945
27/04/2004,-0.028024942381983463
28/04/2004,-0.872691864145683
29/04/2004,-0.6488809222423116
30/04/2004,-0.32424179054585744
03/05/2004,0.7537545464107983
04/05/2004,-0.2624580332633354
05/05/2004,0.5666138822443569
06/05/2004,-2.0838547531106593
07/05/2004,-0.16961083801231527
10/05/2004,-2.257382727107602
11/05/2004,1.233631681760632
12/05/2004,-1.0785928910151332
13/05/2004,1.0420965402450681
14/05/2004,-0.38768244006624836
17/05/2004,-1.2166497221665717
18/05/2004,0.4478254676023265
19/05/2004,1.6335564513266478
20/05/2004,-0.33114420464020566
21/05/2004,-0.22624444039695044
24/05/2004,-0.99864985331122
25/05/2004,-0.41412519898806294
26/05/2004,1.0247804220766716
27/05/2004,0.4062591368577509
28/05/2004,-0.12426448000854219
31/05/2004,0.040220114255421206
01/06/2004,-0.4543297303189333
02/06/2004,0.3592379229924793
03/06/2004,-0.0512407594843834
04/06/2004,0.791296268843681
07/06/2004,0.9003369262429648
08/06/2004,0.21574205628101528
09/06/2004,-0.2085431505115871
10/06/2004,0.6171751622366998
11/06/2004,-0.07872889041061963
14/06/2004,-0.7329988623752212
15/06/2004,1.1616781170669241
16/06/2004,0.3877973373700422
17/06/2004,0.2836680151940376
18/06/2004,0.19455603158476487
21/06/2004,-0.8624567665428174
22/06/2004,-0.5791314938715325
23/06/2004,0.37217334685288783
24/06/2004,0.5450187148729153
25/06/2004,0.15973593727114221
28/06/2004,0.41059097750745616
29/06/2004,-0.2688173661800302
30/06/2004,-0.5042087165233908
01/07/2004,-0.542548446795825
02/07/2004,-0.11101363742844887
05/07/2004,0.11459267144754608
06/07/2004,-0.523899576357394
07/07/2004,-0.15842728262355485
08/07/2004,0.3345627727222935
09/07/2004,0.30480722144919276
12/07/2004,-0.7222842547661624
13/07/2004,0.15855859177766918
14/07/2004,-0.4583439101130643
15/07/2004,-0.7661759733681041
16/07/2004,0.007289958085973383
19/07/2004,-0.3907610194550152
20/07/2004,0.19009327603251963
21/07/2004,0.43002981721389655
22/07/2004,-1.328838076549639
23/07/2004,-0.029485478615506704
26/07/2004,-0.8960699791276554
27/07/2004,0.7115885040858096
28/07/2004,-0.06280130980894677
29/07/2004,1.233994137373628
30/07/2004,0.5133350673614652
02/08/2004,-0.3966021171781381
03/08/2004,0.28396698854741564
04/08/2004,-0.9386996626620345
05/08/2004,-0.45608435687299914
06/08/2004,-1.7628482840232451
09/08/2004,-0.8780746435995402
10/08/2004,0.6113226585489325
11/08/2004,-1.0247579797583246
12/08/2004,-0.23212019783058138
13/08/2004,-0.19448210984383119
16/08/2004,0.9573086328851159
17/08/2004,-0.011342798280495076
18/08/2004,0.13225265960616597
19/08/2004,0.09813173084154202
20/08/2004,-0.3287425734548283
23/08/2004,1.1178347076188209
24/08/2004,0.04490345832073373
25/08/2004,0.2801907128673353
26/08/2004,0.43925025954827795
27/08/2004,0.5962207748415127
30/08/2004,-0.27730038289495196
31/08/2004,-0.35607025491932204
01/09/2004,0.9540786815664906
02/09/2004,0.755301676776914
03/09/2004,1.0500977623933079
06/09/2004,-0.025305015950668107
07/09/2004,-0.115761688577714
08/09/2004,-0.06155294652766159
09/09/2004,-0.522914983397296
10/09/2004,0.4504512121104508
13/09/2004,0.8840833406276468
14/09/2004,-0.24459564009200455
15/09/2004,-0.1802321877833209
16/09/2004,0.10097004211466784
17/09/2004,0.6788941105715055
20/09/2004,-0.10745371570104838
21/09/2004,0.6750387259716559
